"year","state_abbr","state_name","population","violent_crime","homicide","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","rape"
1985,"MS","Mississippi",2613000,7079,276,1635,4470,78254,26701,47478,4075,698
1985,"MT","Montana",826000,1722,48,173,1342,35855,6835,26746,2274,159
1985,"NC","North Carolina",6255000,26327,520,4893,19426,231465,71985,147530,11950,1488
1985,"ND","North Dakota",685000,322,7,44,221,18032,2925,14297,810,50
1985,"NE","Nebraska",1606000,3821,47,779,2619,55514,11730,41278,2506,376
1985,"NH","New Hampshire",998000,1405,21,266,927,31049,7608,21459,1982,191
1985,"NJ","New Jersey",7562000,41172,407,19282,19059,344067,79923,213907,50237,2424
1985,"NM","New Mexico",1450000,10207,158,2003,7324,83843,25432,53398,5013,722
1985,"NV","Nevada",936000,6244,96,2573,3011,55294,17312,33336,4646,564
1985,"NY","New York",17783000,165365,1683,89706,68270,828446,219633,502276,106537,5706
1985,"OH","Ohio",10744000,41000,554,14301,22179,408882,104920,266066,37896,3966
1985,"OK","Oklahoma",3301000,13930,254,3526,8898,165150,53216,93233,18701,1252
1985,"OR","Oregon",2687000,14807,125,4986,8333,166023,50690,105725,9608,1363
1985,"PA","Pennsylvania",11853000,39240,550,17429,18375,320788,87417,194467,38904,2886
1985,"RI","Rhode Island",968000,3355,35,1122,1945,42368,11929,24119,6320,253
1985,"SC","South Carolina",3347000,21121,304,3143,16289,140892,41955,90260,8677,1385
1985,"SD","South Dakota",708000,967,13,121,665,17730,3867,13142,721,168
1985,"TN","Tennessee",4762000,22592,429,8614,11522,175827,55563,97159,23105,2027
1985,"TX","Texas",16370000,90030,2132,31680,47854,985265,289825,595912,99528,8364
1985,"UT","Utah",1645000,4398,50,908,3059,83072,15511,63668,3893,381
1985,"VA","Virginia",5706000,16813,405,5720,9137,198821,44797,142800,11224,1551
1985,"VT","Vermont",535000,790,18,112,557,20011,5210,13924,877,103
1985,"WA","Washington",4409000,18757,231,5821,10285,269099,79859,176501,12739,2420
1985,"WI","Wisconsin",4775000,9880,135,3351,5519,181918,37987,133349,10582,875
1985,"WV","West Virginia",1936000,3214,73,728,2054,40401,11972,25191,3238,359
1985,"WY","Wyoming",509000,1307,22,102,1069,19130,3515,14732,883,114
1986,"AK","Alaska",534000,3046,46,470,2142,30307,6204,20879,3224,388
1986,"AL","Alabama",4053000,22616,409,4523,16534,151191,46974,93396,10821,1150
1986,"AR","Arkansas",2372000,9365,191,1890,6598,83729,24429,54677,4623,686
1986,"AZ","Arizona",3317000,21835,307,5614,14489,221015,63278,143845,13892,1425
1986,"CA","California",26981000,248370,3038,92512,140701,1576299,457698,913004,205597,12119
1986,"CO","Colorado",3267000,17105,230,4731,10762,212626,58531,138219,15876,1382
1986,"CT","Connecticut",3189000,13578,148,6129,6541,140411,38190,87963,14258,760
1986,"DC","District of Columbia",626000,9423,194,4720,4181,42781,10815,25861,6105,328
1986,"DE","Delaware",633000,2703,31,786,1526,27881,6598,19562,1721,360
1986,"FL","Florida",11675000,121013,1371,42822,70668,839651,259331,510496,69824,6152
1986,"GA","Georgia",6104000,35869,686,13056,19449,297130,88695,182171,26264,2678
1986,"HI","Hawaii",1062000,2604,51,1129,1095,57626,14218,39922,3486,329
1986,"IA","Iowa",2851000,6703,51,1197,5099,111633,27255,79864,4514,356
1986,"ID","Idaho",1003000,2232,32,214,1785,39964,10065,28081,1818,201
1986,"IL","Illinois",11533000,93454,1023,37583,50083,548311,136306,339418,72587,4765
1986,"IN","Indiana",5504000,16937,329,4954,10230,195233,48802,128404,18027,1424
1986,"KS","Kansas",2461000,9076,108,1958,6200,109607,29229,74029,6349,810
1986,"KY","Kentucky",3728000,12467,248,3076,8283,102810,30725,64882,7203,860
1986,"LA","Louisiana",4501000,34128,575,10071,21676,239444,65751,153818,19875,1806
1986,"MA","Massachusetts",5832000,32476,208,11239,19298,242989,62455,127668,52866,1731
1986,"MD","Maryland",4463000,37177,401,13569,21263,212831,55593,132904,24334,1944
1986,"ME","Maine",1174000,1726,23,328,1201,38909,9433,27548,1928,174
1986,"MI","Michigan",9145000,73517,1032,27550,38768,520127,138040,308894,73193,6167
1986,"MN","Minnesota",4214000,11991,105,4299,6249,171832,42319,117371,12142,1338
1986,"MO","Missouri",5066000,29310,464,8624,18742,206463,57556,126674,22233,1480
1986,"MS","Mississippi",2625000,7196,295,1697,4526,80612,28242,48430,3940,678
1986,"MT","Montana",819000,1289,24,160,963,35393,6491,27142,1760,142
1986,"NC","North Carolina",6331000,30128,515,5551,22389,244121,77557,153378,13186,1673
1986,"ND","North Dakota",679000,348,7,47,215,17343,2615,13914,814,79
1986,"NE","Nebraska",1598000,4196,50,817,2936,57418,11956,42784,2678,393
1986,"NH","New Hampshire",1027000,1433,23,242,947,32767,7754,22675,2338,221
1986,"NJ","New Jersey",7620000,43623,399,20473,20220,355764,81595,215073,59096,2531
1986,"NM","New Mexico",1479000,10731,170,1916,7952,87266,27283,54906,5077,693
1986,"NV","Nevada",963000,6923,121,2763,3414,53647,15446,33601,4600,625
1986,"NY","New York",17772000,175210,1907,91360,76528,849827,217010,519570,113247,5415
1986,"OH","Ohio",10752000,45260,595,15283,25231,423387,106212,276779,40396,4151
1986,"OK","Oklahoma",3305000,14423,269,3521,9431,184342,59054,103832,21456,1202
1986,"OR","Oregon",2698000,14830,178,5555,7718,176207,53062,112312,10833,1379
1986,"PA","Pennsylvania",11889000,42629,659,18085,20901,326149,87362,196657,42130,2984
1986,"RI","Rhode Island",975000,3271,34,1157,1871,44528,12616,25041,6871,209
1986,"SC","South Carolina",3378000,22789,291,3361,17742,150752,45276,96132,9344,1395
1986,"SD","South Dakota",708000,883,28,115,615,18346,3919,13728,699,125
1986,"TN","Tennessee",4803000,25919,501,9978,13184,191861,63649,102103,26109,2256
1986,"TX","Texas",16682000,109925,2258,40021,59039,1125897,341747,665029,119121,8607
1986,"UT","Utah",1665000,4441,53,976,2991,86774,15233,67825,3716,421
1986,"VA","Virginia",5787000,17708,411,6118,9646,205658,47021,145935,12702,1533
1986,"VT","Vermont",541000,807,11,120,558,20708,5135,14593,980,118
1986,"WA","Washington",4463000,19505,223,6031,10869,287535,83078,190420,14037,2382
1986,"WI","Wisconsin",4785000,12339,149,3483,7746,183692,37464,134083,12145,961
1986,"WV","West Virginia",1919000,3156,114,787,1893,41301,11999,26055,3247,362
1986,"WY","Wyoming",507000,1486,27,114,1234,20605,4144,15606,855,111
1987,"AK","Alaska",525000,2391,53,384,1613,25841,5093,18195,2553,341
1987,"AL","Alabama",4083000,22833,380,4581,16735,158918,48927,99260,10731,1137
1987,"AR","Arkansas",2388000,9839,182,1890,6988,91537,25743,60862,4932,779
1987,"AZ","Arizona",3386000,20742,253,4687,14406,222663,55059,153296,14308,1396
1987,"CA","California",27663000,253943,2924,83341,155569,1545928,419969,896335,229624,12109
1987,"CO","Colorado",3296000,15409,191,3916,9958,197225,50580,132266,14379,1344
1987,"CT","Connecticut",3211000,13455,156,5720,6779,146958,39120,90852,16986,800
1987,"DC","District of Columbia",622000,10016,225,4462,5084,42553,11244,25012,6297,245
1987,"DE","Delaware",644000,2774,33,789,1511,29032,6572,20453,2007,441
1987,"FL","Florida",12023000,123168,1371,42869,72896,899167,271346,546466,81355,6032
1987,"GA","Georgia",6222000,35868,735,13014,19438,324511,96572,197302,30637,2681
1987,"HI","Hawaii",1083000,2851,52,1061,1345,60157,12515,43678,3964,393
1987,"IA","Iowa",2834000,6553,59,1025,5132,110781,26010,80489,4282,337
1987,"ID","Idaho",998000,2138,31,242,1690,39342,9748,27923,1671,175
1987,"IL","Illinois",11582000,92216,967,36406,50400,535126,130147,342492,62487,4443
1987,"IN","Indiana",5531000,18169,307,4901,11352,209695,52363,137722,19610,1609
1987,"KS","Kansas",2476000,8932,110,2032,5982,112488,28177,78043,6268,808
1987,"KY","Kentucky",3727000,12589,280,3361,8167,109284,31571,70532,7181,781
1987,"LA","Louisiana",4461000,30916,496,7987,20833,231090,64441,148247,18402,1600
1987,"MA","Massachusetts",5855000,33060,173,10379,20640,244105,62056,127939,54110,1868
1987,"MD","Maryland",4535000,34820,436,13164,19425,213589,52718,134485,26386,1795
1987,"ME","Maine",1187000,1806,30,304,1286,40122,9148,28916,2058,186
1987,"MI","Michigan",9200000,71772,1124,25442,39022,522254,133602,319470,69182,6184
1987,"MN","Minnesota",4246000,12118,112,4354,6213,183868,45384,125686,12798,1439
1987,"MO","Missouri",5103000,27792,423,8376,17520,212430,56711,133964,21755,1473
1987,"MS","Mississippi",2625000,7081,269,1496,4549,83182,31537,47433,4212,767
1987,"MT","Montana",809000,1223,33,196,834,35986,6521,27541,1924,160
1987,"NC","North Carolina",6413000,31039,519,6023,22634,267157,86964,165841,14352,1863
1987,"ND","North Dakota",672000,382,10,51,258,18656,3060,14768,828,63
1987,"NE","Nebraska",1594000,4004,55,751,2853,61853,13516,45692,2645,345
1987,"NH","New Hampshire",1057000,1581,32,280,988,34058,7344,24426,2288,281
1987,"NJ","New Jersey",7672000,41507,351,17862,20735,362155,77392,219906,64857,2559
1987,"NM","New Mexico",1500000,9427,152,1625,7004,88775,26815,56777,5183,646
1987,"NV","Nevada",1007000,7006,85,2744,3555,57154,16408,35157,5589,622
1987,"NY","New York",17825000,179691,2016,89721,82417,881330,216826,539175,125329,5537
1987,"OH","Ohio",10784000,45436,630,16511,23990,447964,114580,292093,41291,4305
1987,"OK","Oklahoma",3272000,13664,244,3583,8664,183495,58333,105369,19793,1173
1987,"OR","Oregon",2724000,14697,153,5338,7959,175138,48562,113907,12669,1247
1987,"PA","Pennsylvania",11936000,44087,642,17241,23074,333476,86177,205619,41680,3130
1987,"RI","Rhode Island",986000,3547,35,1062,2209,48568,14208,26635,7725,241
1987,"SC","South Carolina",3425000,22773,318,3463,17495,154021,46511,97892,9618,1497
1987,"SD","South Dakota",709000,849,13,87,603,18138,3787,13673,678,146
1987,"TN","Tennessee",4855000,25900,444,9409,13914,200616,65632,107459,27525,2133
1987,"TX","Texas",16789000,105961,1959,38053,57881,1190558,355597,711594,123367,8068
1987,"UT","Utah",1680000,3861,55,887,2554,90532,15975,71038,3519,365
1987,"VA","Virginia",5904000,17414,437,6244,9196,216354,47642,153690,15022,1537
1987,"VT","Vermont",548000,748,15,92,518,22658,6085,15485,1088,123
1987,"WA","Washington",4538000,19945,256,6417,10902,298491,86428,194131,17932,2370
1987,"WI","Wisconsin",4807000,12014,168,3192,7700,188411,40502,136058,11851,954
1987,"WV","West Virginia",1897000,2605,92,591,1493,38953,11450,24436,3067,429
1987,"WY","Wyoming",490000,1387,10,98,1125,18366,3516,14171,679,154
1988,"AK","Alaska",513000,2682,29,374,1983,22566,4321,15911,2334,296
1988,"AL","Alabama",4127000,23052,408,4860,16556,165209,50920,103282,11007,1228
1988,"AR","Arkansas",2422000,10237,211,2037,7209,91962,26443,60363,5156,780
1988,"AZ","Arizona",3466000,21147,294,4750,14758,237808,54773,167121,15914,1345
1988,"CA","California",28168000,261912,2936,86141,161055,1607180,407631,933636,265913,11780
1988,"CO","Colorado",3290000,15548,187,3250,10842,187719,45503,128331,13885,1269
1988,"CT","Connecticut",3241000,14759,174,6080,7656,150455,39477,91079,19899,849
1988,"DC","District of Columbia",620000,11914,369,5690,5690,49557,12300,28624,8633,165
1988,"DE","Delaware",660000,2981,34,784,1672,28693,6868,19824,2001,491
1988,"FL","Florida",12377000,138343,1416,49916,80857,967869,283960,589215,94694,6154
1988,"GA","Georgia",6401000,42589,748,15593,23278,362376,103106,223768,35502,2970
1988,"HI","Hawaii",1093000,2810,44,919,1492,62650,13726,44946,3978,355
1988,"IA","Iowa",2834000,7279,47,1132,5654,108254,24211,79447,4596,446
1988,"ID","Idaho",999000,2345,36,202,1928,37345,8691,26893,1761,179
1988,"IL","Illinois",11544000,93557,991,36097,52020,555316,130292,355148,69876,4449
1988,"IN","Indiana",5575000,21187,358,4963,14135,210177,52137,138335,19705,1731
1988,"KS","Kansas",2487000,9083,85,2136,6083,112280,29321,76927,6032,779
1988,"KY","Kentucky",3721000,12284,229,2764,8456,104362,30747,66711,6904,835
1988,"LA","Louisiana",4420000,31711,512,9238,20259,222913,63843,139141,19929,1702
1988,"MA","Massachusetts",5871000,36376,208,10352,23940,256639,62307,141933,52399,1876
1988,"MD","Maryland",4644000,37466,449,13994,21302,227457,54735,141509,31213,1721
1988,"ME","Maine",1206000,1898,37,311,1326,41249,9852,28928,2469,224
1988,"MI","Michigan",9300000,68980,1009,22424,39085,496867,122254,305693,68920,6462
1988,"MN","Minnesota",4306000,12490,124,4079,6950,173302,39167,119526,14609,1337
1988,"MO","Missouri",5139000,28393,413,8638,17837,220578,58605,139648,22325,1505
1988,"MS","Mississippi",2627000,8544,225,2028,5340,85840,33651,47818,4371,951
1988,"MT","Montana",804000,989,21,182,651,33318,5657,25921,1740,135
1988,"NC","North Carolina",6526000,32753,510,7085,23325,284557,90791,177426,16340,1833
1988,"ND","North Dakota",663000,392,12,54,252,17695,2902,14007,786,74
1988,"NE","Nebraska",1601000,4374,58,898,3033,61908,12251,46634,3023,385
1988,"NH","New Hampshire",1097000,1622,25,231,1090,34951,7489,24964,2498,276
1988,"NJ","New Jersey",7720000,44993,411,18927,23055,363807,75675,219086,69046,2600
1988,"NM","New Mexico",1510000,9938,173,1557,7628,89817,27737,56192,5888,580
1988,"NV","Nevada",1060000,8275,111,3087,4295,60128,16376,37401,6351,782
1988,"NY","New York",17898000,196396,2244,97434,91239,932845,218060,560887,153898,5479
1988,"OH","Ohio",10872000,49144,585,17546,26381,455890,112130,300355,43405,4632
1988,"OK","Oklahoma",3263000,14179,243,3428,9279,168194,53624,96418,18152,1229
1988,"OR","Oregon",2741000,14959,139,5289,8420,178520,48355,113872,16293,1111
1988,"PA","Pennsylvania",12027000,43534,660,16607,23275,338486,83791,203362,51333,2992
1988,"RI","Rhode Island",995000,3947,41,1146,2457,47837,12550,27049,8238,303
1988,"SC","South Carolina",3493000,25889,325,4357,19714,163164,49467,103055,10642,1493
1988,"SD","South Dakota",715000,813,22,87,512,17641,3703,13255,683,192
1988,"TN","Tennessee",4919000,26205,461,8537,15006,193647,60894,106052,26701,2201
1988,"TX","Texas",16780000,109499,2022,39301,60057,1235870,361972,739642,134256,8119
1988,"UT","Utah",1691000,4110,47,915,2749,90223,14898,71677,3648,399
1988,"VA","Virginia",5996000,17940,468,6748,9102,232496,49069,165343,18084,1622
1988,"VT","Vermont",556000,791,11,89,563,22786,6098,15591,1097,128
1988,"WA","Washington",4619000,21543,264,6738,11930,307008,85711,201301,19996,2611
1988,"WI","Wisconsin",4858000,10414,144,3258,6047,182545,35423,134046,13076,965
1988,"WV","West Virginia",1884000,2476,93,644,1386,39703,11510,25147,3046,353
1988,"WY","Wyoming",471000,1479,12,71,1283,17206,3103,13432,671,113
1989,"AK","Alaska",527000,2623,42,356,1946,22567,4358,15811,2398,279
1989,"AL","Alabama",4118000,24329,421,5515,17117,166244,47224,106771,12249,1276
1989,"AR","Arkansas",2406000,11397,203,2660,7610,98213,28738,63084,6391,924
1989,"AZ","Arizona",3556000,21320,237,4944,14853,265284,59284,181574,24426,1286
1989,"CA","California",29063000,284136,3158,96431,172581,1681516,410468,972603,298445,11966
1989,"CO","Colorado",3317000,15636,146,2984,11304,184692,41475,128195,15022,1202
1989,"CT","Connecticut",3239000,16576,190,6956,8538,154119,40035,91483,22601,892
1989,"DC","District of Columbia",604000,12937,434,6542,5775,49235,11780,29164,8291,186
1989,"DE","Delaware",673000,3745,34,934,2208,28998,6072,20294,2632,569
1989,"FL","Florida",12671000,140575,1405,51188,81683,975042,289254,583702,102086,6299
1989,"GA","Georgia",6436000,47357,820,17450,25937,407868,110215,255578,42075,3150
1989,"HI","Hawaii",1112000,3004,53,925,1530,66723,14939,47374,4410,496
1989,"IA","Iowa",2840000,7563,54,1108,5942,108349,24052,79801,4496,459
1989,"ID","Idaho",1014000,2582,26,152,2168,37278,8843,26825,1610,236
1989,"IL","Illinois",11658000,98611,1051,39138,54261,558803,125441,362556,70806,4161
1989,"IN","Indiana",5593000,22735,353,5671,14907,225592,54201,149514,21877,1804
1989,"KS","Kansas",2513000,10073,138,2508,6510,115146,29871,77802,7473,917
1989,"KY","Kentucky",3727000,13302,293,2836,9256,110328,30526,71611,8191,917
1989,"LA","Louisiana",4382000,34257,653,10397,21532,239235,64184,152209,22842,1675
1989,"MA","Massachusetts",5913000,39912,254,11980,25797,263780,63004,146925,53851,1881
1989,"MD","Maryland",4694000,40152,544,15589,22236,220955,52735,137043,31177,1783
1989,"ME","Maine",1222000,1676,39,293,1115,42116,9810,30067,2239,229
1989,"MI","Michigan",9273000,65760,993,20616,37527,487682,113579,307096,67007,6624
1989,"MN","Minnesota",4353000,12549,111,4128,6947,178252,39042,122673,16537,1363
1989,"MO","Missouri",5159000,32634,409,10060,20578,231874,58594,146269,27011,1587
1989,"MS","Mississippi",2621000,8156,253,2053,4833,83980,30018,49266,4696,1017
1989,"MT","Montana",806000,935,23,137,630,31285,5575,23892,1818,145
1989,"NC","North Carolina",6571000,35902,584,8770,24584,309323,98792,191783,18748,1964
1989,"ND","North Dakota",660000,417,4,61,274,16485,2369,13370,746,78
1989,"NE","Nebraska",1611000,4503,40,837,3245,61413,12010,46403,3000,381
1989,"NH","New Hampshire",1107000,1865,36,264,1238,37945,8157,27087,2701,327
1989,"NJ","New Jersey",7736000,47111,394,21139,23129,360532,75548,213878,71106,2449
1989,"NM","New Mexico",1528000,10755,132,1607,8314,89693,26146,58201,5346,702
1989,"NV","Nevada",1111000,6947,91,2784,3410,62732,15607,40686,6439,662
1989,"NY","New York",17950000,203042,2246,103983,91571,926596,211130,544459,171007,5242
1989,"OH","Ohio",10907000,51109,652,18635,26950,465143,111057,306609,47477,4872
1989,"OK","Oklahoma",3224000,15847,210,4070,10358,161558,50411,92270,18877,1209
1989,"OR","Oregon",2820000,14625,134,4282,8895,159119,40197,103690,15232,1314
1989,"PA","Pennsylvania",12040000,45586,753,18025,23845,359008,85925,216566,56517,2963
1989,"RI","Rhode Island",998000,3772,49,1122,2335,48372,12045,27104,9223,266
1989,"SC","South Carolina",3512000,28576,320,4574,22050,168772,48914,107845,12013,1632
1989,"SD","South Dakota",715000,969,9,84,647,18230,3394,14057,779,229
1989,"TN","Tennessee",4940000,27118,417,7926,16505,195854,59621,109908,26325,2270
1989,"TX","Texas",16991000,111889,2029,37913,63996,1234977,342346,741660,150971,7951
1989,"UT","Utah",1707000,4417,45,898,2985,92577,15311,73210,4056,489
1989,"VA","Virginia",6098000,19057,480,6494,10445,237757,46156,172645,18956,1638
1989,"VT","Vermont",567000,753,11,102,509,22429,5835,15466,1128,131
1989,"WA","Washington",4761000,22460,209,6672,12641,291472,73563,196122,21787,2938
1989,"WI","Wisconsin",4867000,10834,176,3659,6006,191869,35683,140040,16146,993
1989,"WV","West Virginia",1857000,2724,121,793,1463,41154,11635,26608,2911,347
1989,"WY","Wyoming",475000,1227,21,81,991,17246,3001,13593,652,134
1990,"AK","Alaska",550043,2885,41,422,2021,25457,4919,17428,3110,401
1990,"AL","Alabama",4040587,28630,467,5805,21039,169974,44585,111336,14053,1319
1990,"AR","Arkansas",2350725,12511,241,2661,8590,101897,28464,66630,6803,1019
1990,"AZ","Arizona",3665228,23911,284,5897,16230,265229,61206,172375,31648,1500
1990,"CA","California",29760021,311051,3553,112208,182602,1654186,400392,951580,302214,12688
1990,"CO","Colorado",3294394,17328,138,2985,12684,182106,39822,128172,14112,1521
1990,"CT","Connecticut",3287116,18201,166,7717,9400,158867,40355,94485,24027,918
1990,"DC","District of Columbia",606900,14919,472,7365,6779,50470,12035,30326,8109,303
1990,"DE","Delaware",666168,4365,33,1098,2647,31344,6465,21922,2957,587
1990,"FL","Florida",12937926,160990,1379,53928,98902,978944,280832,591210,106902,6781
1990,"GA","Georgia",6478216,48996,767,17067,27690,389165,104905,240623,43637,3472
1990,"HI","Hawaii",1108229,3113,44,1013,1696,64563,13611,46735,4217,360
